incident_id,date,reports,Alleged deployer of AI system,Alleged developer of AI system,Alleged harmed or nearly harmed parties,description,title
1073,15/04/2025,"[5185,5186]","[""kandl-gates-llp"",""ellis-george-llp""]","[""unnamed-large-language-model-developer""]","[""michael-wilner"",""kandl-gates-llp"",""judicial-process-integrity"",""ellis-george-llp"",""defense-counsel-in-lacey-v.-state-farm""]","In the case of Lacey v. State Farm, two law firms were sanctioned $31,000 after submitting a legal brief containing reportedly erroneous citations generated using AI tools. The court reportedly found that the lawyers failed to disclose the use of AI, neglected to verify its output, and refiled a revised brief with additional inaccuracies. Judge Michael Wilner deemed the conduct reckless and issued sanctions for what he described as ""improper"" and ""misleading"" legal filings.","$31,000 Sanction in Lacey v. State Farm Tied to Purportedly Undisclosed Use of LLMs and Erroneous Citations"
1074,15/05/2025,"[5188,5295,5313]","[""anthropic""]","[""anthropic""]","[""anthropic"",""judicial-integrity"",""judicial-process"",""ivana-dukanovic"",""brittany-n.-lovejoy"",""joseph-r.-wetzel"",""andrew-m.-gass"",""allison-l.-stillman"",""sarang-v.-damle"",""sara-e.-sampoli"",""rachel-s.-horn"",""latham-and-watkins-llp""]","In a legal filing in Universal Music Group et al. v. Anthropic, lawyers for Anthropic acknowledged that expert witness testimony submitted in the case contained erroneous citations generated by the company's Claude AI system. The filing stated that the inaccuracies, which included incorrect article titles and author names, were not caught during manual review. Anthropic characterized the issue as an honest mistake and apologized in court.",Citation Errors in Concord Music v. Anthropic Attributed to Claude AI Use by Defense Counsel
1075,19/05/2025,"[5190,5191,5192,5193,5194,5195,5196,5197,5198,5199,5200,5201,5202,5203,5345]","[""project-nola"",""new-orleans-police-department""]","[""dahua-technology"",""unclear-facial-recognition-technology-developer""]","[""arrested-individuals-in-new-orleans"",""residents-subject-to-live-surveillance-in-new-orleans"",""people-misidentified-or-at-risk-of-misidentification-in-new-orleans"",""general-public-of-new-orleans""]","According to reporting by The Washington Post, New Orleans police received real-time facial recognition alerts from a privately operated surveillance network run by Project NOLA, reportedly leading to dozens of arrests. This purported use of AI surveillance appears to conflict with a 2022 city ordinance that restricts facial recognition to specific post-incident investigations. Police are alleged to have not consistently disclosed the technology's use.",New Orleans Police Reportedly Used Real-Time Facial Recognition Alerts Supplied by Project NOLA Despite Local Ordinance
1082,06/04/2024,[5265],"[""csaa-insurance-group""]","[""vexcel-group"",""unspecified-developer-of-aerial-imagery-risk-analysis-system""]","[""homeowners-affected-by-ai-assisted-insurance-nonrenewals"",""homeowners"",""cindy-picos""]","A California homeowner's insurance policy was reportedly not renewed after CSAA relied on aerial imagery, purportedly analyzed by an AI system, to assess the roof as having reached the end of its life. The homeowner, Cindy Picos, reportedly commissioned an independent inspection suggesting the roof had a decade of remaining life, but CSAA declined to reverse the decision. The insurer reportedly did not provide the imagery for review.",California Homeowner Reportedly Loses Insurance After Purported Aerial Imagery-Based Roof Assessment
1083,13/05/2025,[5266],"[""travelers-insurance"",""state-farm"",""nationwide"",""american-mercury-insurance-group""]","[""nearmap"",""cape-analytics""]","[""tracy-gartenmann"",""homeowners-in-texas"",""homeowners-affected-by-ai-assisted-insurance-nonrenewals""]","In Texas, homeowners including Tracy Gartenmann reported warnings against insurance nonrenewals based on aerial imagery flagged by AI systems. Gartenmann's insurer, Travelers, reportedly cited overhanging trees. She reportedly spent $3,000 to address the issue and retain coverage. While the AI system appears to have functioned as intended, critics argue it lacks adequate human oversight and imposes material and emotional burdens on policyholders. Other cases reportedly involved disputed roof assessments. Companies such as State Farm and Nationwide used vendors like CAPE Analytics and Nearmap.","Texas Homeowner Reportedly Spent $3,000 to Contest AI-Flagged Warning of Insurance Nonrenewal"
1084,22/05/2025,"[5272,5273,5279]","[""united-states-department-of-health-and-human-services""]","[""openai""]","[""united-states-department-of-health-and-human-services"",""scientific-rigor"",""academic-integrity"",""general-public""]","The federal ""Make America Healthy Again"" (MAHA) report, released under HHS Secretary Robert F. Kennedy Jr., included hundreds of citations, some of which were reportedly nonexistent or erroneous. Analysts reportedly identified markers consistent with AI-generated text, such as repeated entries, nonexistent studies, and URLs containing ""oaicite,"" suggesting use of tools like ChatGPT. ",Federal 'Make America Healthy Again' Report Released with Multiple Reportedly Erroneous and Unverifiable Citations
1099,25/04/2025,"[5312,5313]","[""jisuh-lee""]","[""unspecified-large-language-mode-developer""]","[""hanna-ko"",""jisuh-lee"",""ontario-superior-court-of-justice"",""legal-integrity""]","In Ko v. Li, 2025 ONSC 2766, the Ontario Superior Court of Justice identified multiple inaccurate or nonexistent case citations in a factum submitted by counsel for the applicant. Justice FL Myers questioned whether generative AI was used in drafting the document, noting the cited cases were either irrelevant, misrepresented, or did not exist. The court ordered the lawyer to show cause why she should not be cited for contempt, citing duties of accuracy and technological competence.",Factum in Ko v. Li Allegedly Contains AI-Generated Case Law Citations
1103,18/03/2025,"[5324,5325]","[""department-of-government-efficiency"",""doge"",""sahil-lavingia""]","[""department-of-government-efficiency"",""doge"",""sahil-lavingia""]","[""department-of-veterans-affairs-(va)"",""veterans"",""veterans-receiving-care-through-the-va"",""va-clinical-and-research-staff"",""va-contractors""]","A purported AI tool using LLMs was deployed to classify Veterans Affairs contracts as expendable based on limited text and simplified criteria. The system allegedly produced hallucinated values and flagged critical healthcare and research services for cancellation. Reportedly, at least two dozen flagged contracts were later terminated.",Purported DOGE Contract Review Tool Cited in Reports of AI-Driven Misjudgments in VA Budget Cuts
1109,01/03/2021,"[5346,5347,5348,5349,5352]","[""south-australia-health""]","[""sturdie-trade-services""]","[""residents-and-staff-of-northgate-house"",""residents-and-staff-of-mount-pleasant-district-hospital"",""northgate-house"",""mount-pleasant-district-hospital""]","Between March 2021 and March 2022, an AI-enabled video and audio monitoring system was trialed in two South Australian aged care facilities. According to an independent audit commissioned by South Australia Health, the system produced over 12,000 false alerts, overwhelming staff and contributing to at least one missed real incident. The report concluded the system did not reach accuracy levels acceptable to staff or management during the pilot.",Year-long AI Surveillance Pilot in Two South Australian Aged Care Facilities Reportedly Overwhelmed Staff with False Positives
1137,20/09/2024,"[5478,5479,5485]","[""surendra-singh-and-associates""]","[""unnamed-large-language-model-developers"",""unnamed-generative-ai-companies""]","[""surendra-singh-and-associates"",""philani-godfrey-mavundla""]","In Mavundla v. MEC: Department of Co-Operative Government and Traditional Affairs KwaZulu-Natal, the law firm Surendra Singh and Associates, representing South African politician Philani Godfrey Mavundla, reportedly submitted false legal citations, apparently generated by AI, in filings at the Pietermaritzburg High Court. The court reportedly found that many of the cited cases did not exist in any databases, and the firm's legal team and article clerk allegedly failed to verify the references.",Reported False Legal Citations in South African Case Mavundla v. MEC Generated by Purported AI Tool
1138,01/03/2023,"[5480,5482,5483,5484]","[""rodrigues-blignaut-attorneys"",""jurie-hayes"",""chantal-rodrigues""]","[""openai""]","[""rodrigues-blignaut-attorneys"",""michelle-parker"",""legal-integrity"",""jurie-hayes"",""judicial-integrity"",""epistemic-integrity"",""chantal-rodrigues""]","In a defamation case at the Johannesburg Regional Court, Rodrigues Blignaut Attorneys, representing plaintiff Michelle Parker, reportedly relied on purportedly non-existent legal judgments generated by ChatGPT to help argue their case. Magistrate Arvin Chaitram reportedly found the case names and citations were fictitious, causing a two-month delay. The court issued a punitive costs order and rebuked the plaintiff's legal team for uncritically accepting AI-generated research.",South African Legal Team Reportedly Relied on Unverified ChatGPT Case Law in Johannesburg Body Corporate Defamation Matter
1139,30/06/2025,"[5481,5485,5486,5487]","[""giles-barclay-beuthin"",""arnold-subel"",""a-legal-team-representing-northbound-processing""]","[""legal-genius""]","[""northbound-processing"",""giles-barclay-beuthin"",""arnold-subel"",""a-legal-team-representing-northbound-processing""]","In South Africa, the legal team for Northbound Processing reportedly admits that non-existent case citations in an urgent licensing dispute with the South African Diamond and Precious Metals Regulator were purportedly produced by the Legal Genius AI tool. The Johannesburg High Court found the fake references undermined the credibility of Northbound's submissions and referred the lawyers' conduct to the Legal Practice Council for investigation.",South African Legal Team for Northbound Processing Reportedly Admits Legal Genius AI Produced Purportedly Non-Existent Case Law in Urgent Court Filing
1145,25/02/2025,"[5507,5508,5509,5510,5511,5572,6166,6167,6168,6169,6170,6171,6172,6173,6174,6175,6176,6177,6178,6179,6180,6181,6182,6183,6184,6185]","[""jennifer-t.-demaster"",""christopher-i.-kachouroff"",""mcsweeny-synkar-and-kachouroff-pllc""]","[""unnamed-large-language-model-developer""]","[""mypillow"",""mike-lindell"",""legal-integrity"",""judicial-integrity"",""jennifer-t.-demaster"",""epistemic-integrity"",""christopher-i.-kachouroff"",""mcsweeny-synkar-and-kachouroff-pllc""]","In February 2025, lawyers Christopher I. Kachouroff and Jennifer T. DeMaster, representing Mike Lindell, reportedly used generative AI to draft a court brief that contained nearly 30 defective or fabricated citations. The error-filled filing violated federal court rules requiring factual and legal accuracy. The judge fined both lawyers $3,000 each, citing either the improper use of AI or gross carelessness as the cause of the misleading legal content.",MyPillow Defense Lawyers in Coomer v. Lindell Reportedly Sanctioned for Filing Court Document Allegedly Containing AI-Generated Legal Citations
1152,18/07/2025,"[5577,5578,5593,6113,6126]","[""replit""]","[""replit""]","[""saastr"",""jason-lemkin"",""end-users-of-the-saastr-database"",""developers-using-replit-in-production-environments""]","An AI-powered development assistant on Replit's platform reportedly deleted a live production database during an active code freeze, despite receiving repeated instructions not to make changes. The system also reportedly produced fabricated test results and fake data, and incorrectly claimed rollback was impossible, delaying recovery. The incident reportedly resulted in significant data loss and user distrust regarding its safety and reliability.","LLM-Driven Replit Agent Reportedly Executed Unauthorized Destructive Commands During Code Freeze, Leading to Loss of Production Data"
1158,17/07/2025,"[5589,5590,5597]","[""amazon"",""amazon-web-services"",""aws""]","[""amazon"",""amazon-web-services"",""aws""]","[""aws-toolkit-users"",""amazon-q-users"",""amazon-web-services-(aws)-customers""]","A reported compromise of Amazon's AI coding assistant ""Q"" allegedly involved the insertion of commands that, if executed, could have wiped local files and potentially affected cloud resources. The altered code was reportedly incorporated into a public release before being detected and removed.",Alleged Malicious Wiping Command Found in Amazon Q AI Assistant
1159,10/05/2025,[5591],"[""natural-england"",""government-of-the-united-kingdom"",""department-for-environment-food-and-rural-affairs"",""defra""]","[""natural-england"",""microsoft""]","[""policymakers-in-the-united-kingdom"",""landowners-in-the-united-kingdom"",""general-public-of-the-united-kingdom"",""farmers-in-the-united-kingdom"",""environmental-restoration-programs-in-the-united-kingdom"",""conservationists-in-the-united-kingdom"",""epistemic-integrity""]","The UK's AI4Peat mapping project, developed by Natural England in collaboration with Microsoft, reportedly produced significant misclassifications of peatland across England, including labeling rocky outcrops, stone walls, and woodlands as peat bogs. In addition to the purportedly flawed data being publicly released and allegedly incorporated into official communications by Defra, the resulting confusion also reportedly led to the loss of trust among farmers and conservation stakeholders.",Government-Backed AI4Peat Mapping Tool Allegedly Misidentifies Granite Outcrops and Quarries as Peat
1164,06/05/2024,[5603],"[""google""]","[""google""]","[""patients-whose-care-could-be-affected-by-undetected-ai-hallucinations"",""medical-research-community-citing-or-using-erroneous-ai-outputs"",""healthcare-professionals-relying-on-aigenerated-diagnostic-content""]","Google's Med-Gemini healthcare AI reportedly produced the non-existent term ""basilar ganglia"" in public launch materials, conflating two distinct brain structures. The error reportedly appeared in both a blog post and an arXiv preprint. Google is reported to have initially edited the blog without acknowledgment, later calling it a typo.",Google Healthcare AI Model Med-Gemini Allegedly Produces Non-Existent 'Basilar Ganglia' Term in Published Output
1167,15/08/2023,[6094],"[""williamson-county-schools"",""fairview-middle-school-tennessee""]","[""gaggle""]","[""unnamed-13-year-old-student-from-fairview-tennessee""]","Sometime in August 2023, a 13-year-old student at Fairview Middle School in Tennessee was reportedly arrested, strip-searched, and detained overnight after Gaggle's purported AI-powered surveillance system flagged a private online message as a threat. The student's comment, reportedly a joke in context, was sent to law enforcement under a state zero-tolerance law. The incident reportedly resulted in house arrest, alternative school placement, and a lawsuit alleging wrongful arrest.","Alleged Gaggle Surveillance Alert Reportedly Leads to Arrest and Detention of 13-Year-Old Student in Fairview, Tennessee"
1177,14/08/2025,[6119],"[""marana-unified-school-district"",""marana-high-school""]","[""unknown-ai-monitoring-software-developer""]","[""unnamed-marana-high-school-student's-family"",""unnamed-marana-high-school-student"",""students-of-marana-unified-school-district"",""students-of-marana-high-school""]","AI monitoring software on a school-issued laptop reportedly flagged a Marana High School (of Arizona) student's allegedly unsent joke email containing a violent threat. The message was reportedly typed at home in front of his mother, was never sent, and deemed non-credible by the principal. The district's zero-tolerance policy nonetheless resulted in a reported 45-day suspension, and the family is suing, alleging the punishment violated the student's rights.","Purported AI Monitoring Software Reportedly Flags Unsent Joke Threat, Leading to Arizona Student Suspension"
1178,21/07/2025,[6120],"[""google""]","[""google""]","[""users-of-gemini-cli"",""anuraag-gupta""]","Product manager Anuraag Gupta reported that Google's Gemini CLI AI coding assistant permanently deleted his files after misinterpreting a failed directory creation command. The tool allegedly proceeded as if the directory existed, causing a series of move operations that overwrote all but one file. Attempts to revert reportedly failed, and the AI acknowledged an ""unacceptable, irreversible failure.""",Google Gemini CLI Reportedly Deletes User Files After Misinterpreting Command Sequence
1184,13/08/2025,[6133],"[""rishi-nathwani""]","[""unknown-generative-ai-developer""]","[""accused-minor-in-victoria-state-murder-case"",""rishi-nathwani"",""daniel-porceddu"",""james-elliott"",""supreme-court-of-victoria"",""judicial-integrity""]","Australian defense lawyer Rishi Nathwani KC reportedly filed submissions in a Supreme Court of Victoria murder case that included allegedly fictitious quotes and nonexistent case citations purportedly generated by AI. The errors were reportedly discovered by the judge's associates, causing a 24-hour delay in the proceedings. Nathwani apologized in court, taking full responsibility, while Justice James Elliott criticized the incident and reiterated that AI outputs must be independently verified.",Purported Fictitious AI-Generated Citations in Supreme Court of Victoria Murder Case Filing Lead to Delay and King's Counsel Apology
1191,21/04/2025,[6149],"[""new-york-police-department"",""nypd""]","[""unknown-facial-recognition-system-developer""]","[""trevis-williams"",""judicial-integrity"",""judicial-system"",""law-enforcement"",""general-public"",""general-public-of-new-york""]","The NYPD's facial recognition system allegedly misidentified Trevis Williams as a suspect in a Union Square indecent exposure case. Despite reportedly notable physical differences and exculpatory phone data, Williams was arrested, jailed for more than two days, and charged. The case was later dismissed. ",NYPD Facial Recognition System Allegedly Produced Erroneous Match That Reportedly Resulted in Wrongful Detention of Trevis Williams
1193,22/08/2025,"[6156,6247,6251,6262,6266]","[""deloitte""]","[""unknown-large-language-model-developer""]","[""scholars-erroneously-cited"",""lisa-burton-crawford"",""janina-boughey"",""government-of-australia"",""general-public-of-australia"",""epistemic-integrity"",""department-of-employment-and-workplace-relations-(dewr)"",""carolyn-adams"",""academics"",""deloitte""]","Australian academics reportedly identified fabricated references and a misattributed legal quote in a $439,000 Deloitte report for the Department of Employment and Workplace Relations on welfare compliance. Deleted citations allegedly referred to non-existent works, and a Federal Court judgment was misstated. Deloitte later acknowledged limited use of generative AI in preparing the report and issued a corrected version with a partial refund.",Purportedly Taxpayer-Funded Deloitte Report for Australian Government Contains Alleged AI-Generated Citations and Fabricated Legal Quote
1196,07/05/2025,"[6163,6164,6165]","[""butler-snow"",""matthew-b.-reeves"",""william-cranford"",""william-lunsford""]","[""openai""]","[""frankie-johnson"",""alabama-department-of-corrections"",""state-of-alabama"",""butler-snow"",""matthew-b.-reeves"",""william-cranford"",""william-lunsford"",""judicial-integrity"",""epistemic-integrity"",""general-public-of-alabama""]","Three Butler Snow attorneys defending a former Alabama corrections commissioner were reportedly disqualified after two motions cited five non-existent cases generated via ChatGPT. Judge Anna Manasco is reported to have publicly reprimanded the lawyers, referred them to the Alabama State Bar, and ordered broad disclosure; she declined to sanction the firm. An external review of 2,400 citations across 330 filings reported no further errors.",Judge Reportedly Disqualifies Butler Snow Lawyers Following Purported Use of ChatGPT-Fabricated Citations in Alabama Prison Litigation
1213,01/08/2025,[6227],"[""lawrence-public-schools-(usd-497)""]","[""gaggle""]","[""lawrence-public-schools-(usd-497)-students""]","In Lawrence, Kansas, students allege the Gaggle Safety Management AI wrongly flagged benign schoolwork, including art photos and casual messages, as child pornography or threats. The system reportedly deleted content, blocked an email records request, and led to questioning of students. Critics cite chilling effects and privacy risks. A lawsuit filed in August 2025 challenges the district's use of Gaggle as unconstitutional surveillance. Gaggle reportedly denies compromising privacy.","Gaggle AI Monitoring at Lawrence, Kansas High School Reportedly Misflags Student Content and Blocks Emails"
1215,12/09/2025,[6235],"[""volusia-county-sheriff's-office"",""volusia-county-schools"",""gaggle""]","[""gaggle""]","[""unnamed-15-year-old-student-at-deltona-high-school""]","A 15-year-old student in Volusia County, Florida, was reportedly detained after the Gaggle student monitoring system flagged a written shooting threat on a school-issued laptop. The student reportedly claims the threat was not serious. The alert reportedly led to the student's arrest on felony charges. The system appeared to operate as designed but reportedly resulted in criminal enforcement against a minor.","Gaggle Alert Reportedly Leads to Arrest of 15-Year-Old in Volusia County, Florida, for School Threat the Student Claimed Was Not Serious"
1218,04/07/2025,[6238],"[""microsoft""]","[""microsoft""]","[""microsoft-365-copilot-enterprise-customers"",""organizations-relying-on-audit-logs-for-compliance-and-security""]","A vulnerability in Microsoft 365 Copilot reportedly allowed users to access and summarize files without generating audit log entries, allegedly undermining traceability and compliance. Security researcher Zack Korman disclosed the issue to Microsoft, which reportedly classified it as ""important"" and fixed it on August 17, 2025, but reportedly chose not to notify customers or assign a CVE.",Microsoft 365 Copilot Vulnerability Allegedly Allowed File Access Without Audit Log Entry
1228,12/03/2025,"[6255,6265]","[""openai""]","[""openai""]","[""general-public"",""general-public-of-australia"",""general-public-of-new-south-wales"",""resilient-homes-program"",""resilient-homes-program-applicants"",""government-of-new-south-wales""]","A former contractor of the New South Wales Reconstruction Authority reportedly uploaded a spreadsheet containing personal and health information of Resilient Homes Program applicants to ChatGPT during a three-day period in March 2025. Up to 3,000 people may have reportedly been affected.",Alleged ChatGPT Misuse by Contractor Leads to Reported Data Exposure in New South Wales Resilient Homes Program
1250,20/10/2025,"[6321,6328,6329]","[""baltimore-county-public-schools""]","[""omnilert""]","[""taki-allen"",""kenwood-high-school-students""]","A purportedly AI-powered gun detection system at Kenwood High School in Baltimore County, Maryland, reportedly misidentified a student's empty Doritos bag as a firearm. Armed police reportedly detained and handcuffed the student before determining there was no weapon. The AI system, operated by Omnilert, issued the false alert, leading to public outcry and an official review of school security protocols. Omnilert reportedly expressed regret for the incident.",Alleged False Positive by Omnilert AI Gun Detection System Prompts Police Search at Baltimore County High School
1252,30/06/2025,"[6325,6326]","[""united-states-district-court-for-the-district-of-new-jersey"",""united-states-district-court-for-the-southern-district-of-mississippi"",""julien-neals"",""henry-wingate"",""unnamed-law-clerk-(s.d.-miss.)"",""unnamed-law-school-intern-(d.n.j.)""]","[""openai"",""perplexity-ai""]","[""plaintiffs-and-defendants-in-cormedix-securities-litigation"",""plaintiffs-and-defendants-in-jackson-federation-of-teachers-et-al.-v.-mississippi-state-board-of-education"",""julien-neals"",""henry-wingate"",""united-states-district-court-for-the-district-of-new-jersey"",""united-states-district-court-for-the-southern-district-of-mississippi"",""epistemic-integrity"",""judicial-integrity""]","Two U.S. federal judges, Julien Neals (D.N.J.) and Henry Wingate (S.D. Miss.), reportedly admitted that staff in their chambers used AI tools, ChatGPT and Perplexity, to draft rulings containing purportedly fabricated quotes, cases, and parties. The erroneous filings were reportedly docketed before review, prompting Senate and judicial inquiries. Both rulings were retracted.",Judges in New Jersey and Mississippi Admit AI Tools Produced Erroneous Federal Court Filings
1257,04/06/2025,"[6343,6344]","[""carlos-rogelio-richeri""]","[""openai""]","[""justice-system-of-argentina"",""judicial-integrity"",""epistemic-integrity"",""juzgado-penal-de-esquel"",""raul-amelio-payalef""]","The Penal Chamber of Esquel, Argentina, reportedly annulled a June 2025 robbery conviction after determining that Judge Carlos Rogelio Richeri had allegedly used ChatGPT to draft part of the ruling without disclosure or human oversight. A copied phrase purportedly exposed AI authorship, prompting findings of due-process violations and data-handling concerns. The case was reassigned, and the Chubut Superior Court opened an ethics investigation.",Argentine Court Reportedly Annuls Criminal Conviction After Judge Allegedly Used ChatGPT to Draft Ruling Without Disclosure
